"GEOID","med_income","x","y","areas","adjusted_rate"
19075,56750,-92.7914844314416,42.4018087932931,0.00341302667229026,89.7293352277974
19137,42418,-95.1563493390788,41.0301482868739,0.00289135723958396,84.4709373808393
19157,51006,-92.5314494997484,41.6863619853943,0.00398595744445437,84.2033689791882
19163,55114,-90.6232486689433,41.6370967790937,0.00318412927077728,86.2581624047405
20017,38707,-96.5939710177605,38.3019077484232,0.00529325742876637,56.4837772847893
20055,49227,-100.737345774697,38.0442486408199,0.00886766381345319,79.7077437572248
20143,52479,-97.6502144925072,39.132508407275,0.004908703024362,84.8799426366068
21005,53974,-84.9910417342696,38.0039044287907,0.00139051257407812,82.2810603003832
21011,33483,-83.7425711191891,38.1449330279421,0.00193283185788606,78.9013211152924
21025,25817,-83.3241214134843,37.5216121122312,0.00337120593181344,76.5708257657206
21029,55975,-85.6958940288058,37.9700548788421,0.00204395448358009,82.6132593770705
21043,36696,-83.0494878700628,38.3181952872151,0.00280508316792062,82.1379344857467
21049,47959,-84.147399733555,37.9707994213396,0.00173656127466139,80.1005289587276
21071,30096,-82.7456450894085,37.5569825405251,0.00269385759778827,83.0051557571838
21085,35030,-86.3438532231091,37.4608572263207,0.00347946690427968,81.8893953504763
21095,25814,-83.2182045006571,36.8569760348588,0.0031875756410241,83.1824920589591
21105,41218,-88.9760822347813,36.678132722156,0.00172223154706979,81.89878159753
21109,29826,-84.0056946196232,37.4197125187378,0.0023591289620452,85.7701605802915
21119,30411,-82.9541150824783,37.3540065664553,0.00240192404666705,83.6576879914087
21121,26599,-83.8540777166741,36.8906261999106,0.00264014125887602,75.0260854242411
